2500
 0.000000000  0.000000000
 1.000000000  0.000000000
-0.400000000  0.300000000
 1.076000000 -0.120000000
-0.740886400  0.322800000
 0.554322279 -0.222265920
 0.347551615  0.166296684
 0.997187709  0.104265485
-0.287871172  0.299156313
 1.183138576 -0.086361352
-1.046104998  0.354941573
-0.177128362 -0.313831499
 0.642244261 -0.053138508
 0.369392724  0.192673278
 1.001641900  0.110817817
-0.293783278  0.300492570
 1.179660510 -0.088134983
-1.036373469  0.353898153
-0.149799801 -0.310912041
 0.657671987 -0.044939940
 0.349514641  0.197301596
 1.026276918  0.104854392
-0.369687646  0.307883076
 1.116546537 -0.110906294
-0.856252932  0.334963961
 0.308527244 -0.256875880
 0.609859436  0.092558173
 0.571858230  0.182957831
 0.725127262  0.171557469
 0.435424104  0.217538179
 0.952106368  0.130627231
-0.138481919  0.285631910
 1.258783772 -0.041544576
-1.259895793  0.377635132
-0.844637242 -0.377968738
-0.376745637 -0.253391173
 0.547896642 -0.113023691
 0.466709286  0.164368993
 0.859424412  0.140012786
 0.105958337  0.257827324
 1.242109287  0.031787501
-1.128182172  0.372632786
-0.409280232 -0.338454652
 0.427030917 -0.122784070
 0.621918365  0.128109275
 0.586613841  0.186575509
 0.704813391  0.175984152
 0.480517469  0.211444017
 0.888188164  0.144155241
 0.039725741  0.266456449
 1.264247061  0.011917722
-1.225731161  0.379274118
-0.724109512 -0.367719348
-0.101787768 -0.217232854
 0.768262097 -0.030536331
 0.143146361  0.230478629
 1.201791396  0.042943908
-0.979079675  0.360537419
 0.018501604 -0.293723903
 0.705796864  0.005550481
 0.308141582  0.211739059
 1.078807331  0.092442475
-0.536912886  0.323642199
 0.920056574 -0.161073866
-0.346179605  0.276016972
 1.108240526 -0.103853881
-0.823329771  0.332472158
 0.383451482 -0.246998931
 0.547152014  0.115035445
 0.695909987  0.164145604
 0.486138609  0.208772996
 0.877909950  0.145841583
 0.066825352  0.263372985
 1.257121106  0.020047605
-1.192447261  0.377136332
-0.613566325 -0.357734178
 0.115216733 -0.184069897
 0.797345249  0.034565020
 0.144501796  0.239203575
 1.209970498  0.043350539
-1.006289510  0.362991149
-0.054674860 -0.301886853
 0.693928071 -0.016402458
 0.309446908  0.208178421
 1.074118077  0.092834072
