1000
0.7768126798 0.7768126798 0.7768126798
0.2223243031 0.2223243031 0.2223243031
0.9221169258 0.9221169258 0.9221169258
0.3324182791 0.3324182791 0.3324182791
0.9996445043 0.9996445043 0.9996445043
0.6759472522 0.6759472522 0.6759472522
0.3049482927 0.3049482927 0.3049482927
0.9136297335 0.9136297335 0.9136297335
0.9889909382 0.9889909382 0.9889909382
0.3296247564 0.3296247564 0.3296247564
0.9230680933 0.9230680933 0.9230680933
0.9163740717 0.9163740717 0.9163740717
0.6704732464 0.6704732464 0.6704732464
0.0122950613 0.0122950613 0.0122950613
0.9914479872 0.9914479872 0.9914479872
0.9877576095 0.9877576095 0.9877576095
0.9175595071 0.9175595071 0.9175595071
0.2561978257 0.2561978257 0.2561978257
0.0357711506 0.0357711506 0.0357711506
0.3076102566 0.3076102566 0.3076102566
0.0257413498 0.0257413498 0.0257413498
0.6667721869 0.6667721869 0.6667721869
0.2222353727 0.2222353727 0.2222353727
0.0771274289 0.0771274289 0.0771274289
0.9989461044 0.9989461044 0.9989461044
0.6916969335 0.6916969335 0.6916969335
0.6945122016 0.6945122016 0.6945122016
0.9221206890 0.9221206890 0.9221206890
0.2993822939 0.2993822939 0.2993822939
0.9249644375 0.9249644375 0.9249644375
0.1080138234 0.1080138234 0.1080138234
0.8925620681 0.8925620681 0.8925620681
0.7767489419 0.7767489419 0.7767489419
0.0369864385 0.0369864385 0.0369864385
0.2249813802 0.2249813802 0.2249813802
0.7764216675 0.7764216675 0.7764216675
0.6923854358 0.6923854358 0.6923854358
0.0360773201 0.0360773201 0.0360773201
0.0256449438 0.0256449438 0.0256449438
0.0330591499 0.0330591499 0.0330591499
0.3055821663 0.3055821663 0.3055821663
0.8917452963 0.8917452963 0.8917452963
0.8899063881 0.8899063881 0.8899063881
0.9742773433 0.9742773433 0.9742773433
0.8972663196 0.8972663196 0.8972663196
0.2335135370 0.2335135370 0.2335135370
0.9643183900 0.9643183900 0.9643183900
0.9999834836 0.9999834836 0.9999834836
0.0987659021 0.0987659021 0.0987659021
0.9998627070 0.9998627070 0.9998627070
0.7520664098 0.7520664098 0.7520664098
0.0833549881 0.0833549881 0.0833549881
0.0000466180 0.0000466180 0.0000466180
0.0360082247 0.0360082247 0.0360082247
0.0370255915 0.0370255915 0.0370255915
0.9989707695 0.9989707695 0.9989707695
0.6676983852 0.6676983852 0.6676983852
0.2253840036 0.2253840036 0.2253840036
0.9228612796 0.9228612796 0.9228612796
0.9670744029 0.9670744029 0.9670744029
0.7747281896 0.7747281896 0.7747281896
0.9742544171 0.9742544171 0.9742544171
0.9145061943 0.9145061943 0.9145061943
0.9218495928 0.9218495928 0.9218495928
0.9907490523 0.9907490523 0.9907490523
0.7690917666 0.7690917666 0.7690917666
0.0338815296 0.0338815296 0.0338815296
0.0370251359 0.0370251359 0.0370251359
0.7435223457 0.7435223457 0.7435223457
0.0030488948 0.0030488948 0.0030488948
0.6750476593 0.6750476593 0.6750476593
0.1107673841 0.1107673841 0.1107673841
0.0754068639 0.0754068639 0.0754068639
0.0832195848 0.0832195848 0.0832195848
0.8998679061 0.8998679061 0.8998679061
0.9724282211 0.9724282211 0.9724282211
0.9630776830 0.9630776830 0.9630776830
0.2592479204 0.2592479204 0.2592479204
0.3057474763 0.3057474763 0.3057474763
0.8972335121 0.8972335121 0.8972335121
0.7035550720 0.7035550720 0.7035550720
0.0992170397 0.0992170397 0.0992170397
0.0283548218 0.0283548218 0.0283548218
0.2591572081 0.2591572081 0.2591572081
0.0750241632 0.0750241632 0.0750241632
0.0036711017 0.0036711017 0.0036711017
0.7027427409 0.7027427409 0.7027427409
0.7411973839 0.7411973839 0.7411973839
0.2222613118 0.2222613118 0.2222613118
0.0824213353 0.0824213353 0.0824213353
0.7692381030 0.7692381030 0.7692381030
0.0037635404 0.0037635404 0.0037635404
0.1000868405 0.1000868405 0.1000868405
0.0361107876 0.0361107876 0.0361107876
0.9256047702 0.9256047702 0.9256047702
0.9254741686 0.9254741686 0.9254741686
0.7434993257 0.7434993257 0.7434993257
0.8984446018 0.8984446018 0.8984446018
0.0859752585 0.0859752585 0.0859752585
0.2478749080 0.2478749080 0.2478749080
0.9008151625 0.9008151625 0.9008151625
0.7411816728 0.7411816728 0.7411816728
0.2976561263 0.2976561263 0.2976561263
0.9739385783 0.9739385783 0.9739385783
0.7009434263 0.7009434263 0.7009434263
0.2592440645 0.2592440645 0.2592440645
0.9877723795 0.9877723795 0.9877723795
0.0039682987 0.0039682987 0.0039682987
0.0864183127 0.0864183127 0.0864183127
0.7448206873 0.7448206873 0.7448206873
0.0863842083 0.0863842083 0.0863842083
0.3249559060 0.3249559060 0.3249559060
0.6786697182 0.6786697182 0.6786697182
0.1079555870 0.1079555870 0.1079555870
0.0288022152 0.0288022152 0.0288022152
0.7521668585 0.7521668585 0.7521668585
0.1100837140 0.1100837140 0.1100837140
0.6698166414 0.6698166414 0.6698166414
0.9247010063 0.9247010063 0.9247010063
0.9989458376 0.9989458376 0.9989458376
0.3076241813 0.3076241813 0.3076241813
0.0277899036 0.0277899036 0.0277899036
0.9959350035 0.9959350035 0.9959350035
0.2225288838 0.2225288838 0.2225288838
0.0036974865 0.0036974865 0.0036974865
0.2555505378 0.2555505378 0.2555505378
0.7776295460 0.7776295460 0.7776295460
0.7410907850 0.7410907850 0.7410907850
0.7692299432 0.7692299432 0.7692299432
0.6786736414 0.6786736414 0.6786736414
0.9888904255 0.9888904255 0.9888904255
0.0040774480 0.0040774480 0.0040774480
0.3084901809 0.3084901809 0.3084901809
0.3048367865 0.3048367865 0.3048367865
0.0329675975 0.0329675975 0.0329675975
0.0094614926 0.0094614926 0.0094614926
0.0085503849 0.0085503849 0.0085503849
0.9658420676 0.9658420676 0.9658420676
0.0113968752 0.0113968752 0.0113968752
0.0743957008 0.0743957008 0.0743957008
0.0988689088 0.0988689088 0.0988689088
0.0772620992 0.0772620992 0.0772620992
0.2342254292 0.2342254292 0.2342254292
0.3329217338 0.3329217338 0.3329217338
0.0000355583 0.0000355583 0.0000355583
0.2561752090 0.2561752090 0.2561752090
0.8999117701 0.8999117701 0.8999117701
0.7767263569 0.7767263569 0.7767263569
0.1110076815 0.1110076815 0.1110076815
0.3247598520 0.3247598520 0.3247598520
0.1107554955 0.1107554955 0.1107554955
0.2336190485 0.2336190485 0.2336190485
0.3045397123 0.3045397123 0.3045397123
0.9222673842 0.9222673842 0.9222673842
0.0850971384 0.0850971384 0.0850971384
0.3082340755 0.3082340755 0.3082340755
0.7518167289 0.7518167289 0.7518167289
0.6777892490 0.6777892490 0.6777892490
0.9257865210 0.9257865210 0.9257865210
0.2252856093 0.2252856093 0.2252856093
